Name,RegID,Status,ClinicName,Link,Specialty,PrimaryPractice,PPAddress,city
Dong-Phung Van,61857,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=61857,Orthodontist,NA,"5373 Fernbank Rd #C8, Kanata, ON, CA, K2S 0T7",Kanata
Ngoc Dung Van,65286,Member,Cedar Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=65286,NA,Cedar Dental Centre,"65 Cedar St, Cambridge, ON, CA, N1S 1V5",Cambridge
Xuan-Hoi Van,12971,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12971,NA,NA,"1635 Lawrence Ave W #201B, Toronto, ON, CA, M6L 3C9",Toronto
Graham Van Allen,8218,Member,Market Street Dental Group,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8218,NA,Market Street Dental Group,"129 Market St, Brantford, ON, CA, N3T 2Z9",Brantford
Leah Van Allen-Haase,61948,Member,Market Street Dental Group,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=61948,NA,Market Street Dental Group,"129 Market St, Brantford, ON, CA, N3T 2Z9",Brantford
Robert Van Alphen,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10258,NA,NA,NA,NA
Christina Van Bakel,123831,Member,Dearness Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123831,NA,Dearness Family Dentistry,"974 Dearness Dr, London, ON, CA, N6E 2R8",London
Jonathan Van Beek,76663,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=76663,NA,NA,"50 South St, Goderich, ON, CA, N7A 3L5",Goderich
Carla Van Beek-Paterson,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=37705,NA,NA,NA,NA
Michael Van Buren,12473,Member,Kingston West Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12473,NA,Kingston West Dental Centre,"743 Cataraqui Woods Dr #2, Kingston, ON, CA, K7P 2R1",Kingston
Christinus Van Buuren,501307,Member,Bluewater Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501307,NA,Bluewater Dental,"652 Berford St Box 40, Wiarton, ON, CA, N0H 2T0",Wiarton
Laura Van Damme,101117,Member,Arkona Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=101117,NA,Arkona Dental Office,"14 Union St PO Box 148, Arkona, ON, CA, N0M 1B0",Arkona
Thorpe Van De Mark,4277,Deceased,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4277,NA,NA,NA,NA
Nicole van der Wal,117349,Member,Palladium Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=117349,NA,Palladium Dental Centre,"308 Palladium Dr #100, Kanata, ON, CA, K2V 1A1",Kanata
Rufus Van Dyke III,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12857,NA,NA,NA,NA
Maria van Harten,49992,Member,"Dublin Dental University Hospital,  Trinity College Dublin",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=49992,Public Health Dentist,NA,"308 Palladium Dr #100, Kanata, ON, CA, K2V 1A1",Kanata
Ilke van Hazel,113850,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=113850,NA,NA,"308 Palladium Dr #100, Kanata, ON, CA, K2V 1A1",Kanata
Johannes Van Hazel,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8587,NA,NA,NA,NA
Susan van Maanen,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11667,NA,NA,NA,NA
Lynn Van Rassel,12715,Member,Bayside Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12715,NA,Bayside Dentistry,"490 West St N, Orillia, ON, CA, L3V 5E8",Orillia
Peter Van Rassel,13483,Member,Family Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13483,NA,Family Dental Office,"463 Falconbridge Rd #3, Sudbury, ON, CA, P3A 5N4",Sudbury
Floris Van Ruyven,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13596,NA,NA,NA,NA
Karin Van Ryswyk,10675,Member,"Schulich School of Medicine and Dentistry, Western University",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10675,NA,"Schulich School of Medicine and Dentistry, Western University","HSA 30 – 1151 Richmond Street, London, ON, CA, N6A 5C1",London
Leah Van Sant,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=114212,NA,NA,NA,NA
William Van Sickle,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9692,NA,NA,NA,NA
Frida Van Straaten,115958,Member,Canadian Forces Base - Borden,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=115958,NA,Canadian Forces Base - Borden,"30 Ortona Rd, Bldg O #166 P.O. Box 1000, Borden, ON, CA, L0M 1C0",Borden
Darren Van Winckle,105148,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=105148,NA,NA,"887 Woodbine Rd Stn A, Kingston, ON, CA, K7P 2X4",Kingston
Robert Van Winckle,8046,Member,Centennial Oral & Maxillofacial Surgery,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8046,Oral & Maxillofacial Surgeon,Centennial Oral & Maxillofacial Surgery,"2395 Princess St #13, Kingston, ON, CA, K7M 0C4",Kingston
Thomas Vanaselja,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6328,NA,NA,NA,NA
Douglas Vandahl,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9597,NA,NA,NA,NA
Jenna Vander Velden,501800,Member,Electric City Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501800,NA,Electric City Dentistry,"999 Lansdowne St #1, Peterborough, ON, CA, K9J 8N2",Peterborough
Jurgen Vander Velden,12974,Member,Dentistry on Sherbrooke,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12974,NA,Dentistry on Sherbrooke,"1625 Sherbrooke St W #8, Peterborough, ON, CA, K9K 0E6",Peterborough
Gerald Vanderpluym,10259,Member,Hillcrest Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10259,NA,Hillcrest Dental Centre,"9350 Yonge St, Richmond Hill, ON, CA, L4C 5G2",Richmond Hill
Louis Vandersluis,9691,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9691,NA,NA,"586 Eglinton Ave E #408, Toronto North, ON, CA, M4P 1P2",Toronto North
Yona Vandersluis-Solomon,105149,Member,Ziedenberg Orthodontics,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=105149,Orthodontist,Ziedenberg Orthodontics,"1810 Ave Rd 1st Fl, Toronto, ON, CA, M5M 3Z2",Toronto
Dana Vanderspank,88453,Member,Dorchester Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=88453,NA,Dorchester Dental Office,"B1-2300 Dorchester Rd, Dorchester, ON, CA, N0L 1G5",Dorchester
Ralph Vandervoort,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4174,NA,NA,NA,NA
Paul Vanek,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5764,NA,NA,NA,NA
Benjamin Vangalen,117954,Member,Fifth Avenue Family Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=117954,NA,Fifth Avenue Family Dental Centre,"75 Fifth Ave, Orangeville, ON, CA, L9W 1G3",Orangeville
Robert Vangalen,12174,Member,Fifth Avenue Family Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12174,NA,Fifth Avenue Family Dental Centre,"75 Fifth Ave, Orangeville, ON, CA, L9W 1G3",Orangeville
Eric VanGorder,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7300,NA,NA,NA,NA
Aparna Vankamamidi,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=49703,NA,NA,NA,NA
Harsh Vankawala,124346,Member,Dawson Dental Centre - Kingston,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=124346,NA,Dawson Dental Centre - Kingston,"80 Queen St #2/3, Kingston, ON, CA, K7K 6W7",Kingston
Pushparani Vannithamby,13421,Member,Markham-Ellesmere Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13421,NA,Markham-Ellesmere Dental Office,"1200 Markham Rd #119, Scarborough, ON, CA, M1H 3C3",Scarborough
Alexander Vano,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8000,NA,NA,NA,NA
Mikeil Vantomme,11048,Member,Mikeil Vantomme Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11048,NA,Mikeil Vantomme Family Dentistry,"45 C Mill St, Killaloe, ON, CA, K0J 2A0",Killaloe
Vera Varadi,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10195,NA,NA,NA,NA
Diba Varasteh,150581,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150581,NA,NA,"45 C Mill St, Killaloe, ON, CA, K0J 2A0",Killaloe
Vidya Varathan,99355,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=99355,NA,NA,"2901 Markham Rd #15-16, Toronto, ON, CA, M1X 0B6",Toronto
Thomas Varden,NA,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12336,NA,NA,NA,NA
Harsh Vardhan,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150055,NA,NA,NA,NA
Belinda Vargas Ponciano,48853,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=48853,NA,NA,"2179 Yonge St #205, Toronto, ON, CA, M4S 2A9",Toronto
Dina Vargas-Price,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=48741,NA,NA,NA,NA
Ajin Varghese,109435,Member,Sapphire Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=109435,NA,Sapphire Dental Clinic,"433 Steeles Ave E #102, Milton, ON, CA, L9T 8Z4",Milton
Betty Varghese,150234,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150234,NA,NA,"2134 Hwy 551 #1 Box 162, Mindemoya, ON, CA, P0P 1S0",Mindemoya
Ajit Vargis,13764,Member,Rehoboth Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13764,NA,Rehoboth Dental,"66 King St E, Stoney Creek, ON, CA, L8G 1K2",Stoney Creek
Nibu Varguise,96862,Member,Sapphire Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=96862,NA,Sapphire Dental Clinic,"433 Steeles Ave E #102, Milton, ON, CA, L9T 8Z4",Milton
Maitray Varma,123827,Member,Aylmer Family Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123827,NA,Aylmer Family Dental,"#1 to 3-418 Talbot St W, Aylmer, ON, CA, N5H 1K9",Aylmer
Juha Varrela,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12882,NA,NA,NA,NA
Tiina Varrela,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13392,NA,NA,NA,NA
Renu Varshney,13269,Member,The Broadview Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13269,NA,The Broadview Dental Clinic,"175-A Danforth Ave, Toronto, ON, CA, M4K 1N2",Toronto
Masoud Varshosaz,90508,Member,Oris Dental Clinics,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=90508,Oral Radiologist,Oris Dental Clinics,"34-10909 Yonge St, Richmond Hill, ON, CA, L4C 3E3",Richmond Hill
Brian Vartian,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502526,NA,NA,NA,NA
Rae Varughese,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=84902,NA,NA,NA,NA
Vikram Vasamreddy,150105,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150105,NA,NA,"34-10909 Yonge St, Richmond Hill, ON, CA, L4C 3E3",Richmond Hill
Richa Vashisht,504571,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=504571,NA,NA,"34-10909 Yonge St, Richmond Hill, ON, CA, L4C 3E3",Richmond Hill
George Vasiga,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6849,NA,NA,NA,NA
Matthew Vasiga,55326,Member,Williamsburg Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=55326,NA,Williamsburg Family Dentistry,"325 Max Becker Dr #107A, Kitchener, ON, CA, N2E 4H5",Kitchener
Jerry Vasilakos,12474,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12474,NA,NA,"289 Eglinton Ave E, Toronto North, ON, CA, M4P 1L3",Toronto North
Stanley Vasilakos,11668,Member,Bright Edge Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11668,NA,Bright Edge Dentistry,"6 Eglinton Ave E #316, Toronto, ON, CA, M4P 1A6",Toronto
Andrei Vasilian,53664,Member,Avalon Dentistry on Roncesvalles,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=53664,NA,Avalon Dentistry on Roncesvalles,"433 Roncesvalles Ave #101, Toronto, ON, CA, M6R 3B9",Toronto
Alexander Vasiliou,116964,Member,Kingswood Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=116964,NA,Kingswood Dentistry,"201 Hurst Dr #11, Barrie, ON, CA, L4N 8K8",Barrie
Alberto Vasquez,13964,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13964,NA,NA,"2100 Finch Ave W #306, North York, ON, CA, M3N 2Z9",North York
Joseph Vasquez,121161,Member,Millstreet Family Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=121161,NA,Millstreet Family Dental,"24 Mill St W PO Box 399, Tottenham, ON, CA, L0G 1W0",Tottenham
David Vass,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10030,NA,NA,NA,NA
Stephen Vass,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9750,NA,NA,NA,NA
James Vassallo,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10911,NA,NA,NA,NA
Vaishnavee Vassandacoumara,114841,Member,Canaray Oral Radiology Mississauga,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=114841,Oral Radiologist,Canaray Oral Radiology Mississauga,"6605 Hurontario St #605, Mississauga, ON, CA, L5T 0A3",Mississauga
Daniel Vassel,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8731,NA,NA,NA,NA
Anthony Vassiliadis,12261,Member,Centre Dentaire Amical,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12261,NA,Centre Dentaire Amical,"2802 St Charles Blvd, Kirkland, QC, CA, H9H 3B6",NA
Ravi Vasudeva,72908,Member,Oakville Sleep Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=72908,Dental Anaesthesiologist,Oakville Sleep Dentistry,"180 Oak Park Blvd #1, Oakville, ON, CA, L6H 0A6",Oakville
Yaroslav Vasyutyak,76792,Member,Queens Quay Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=76792,NA,Queens Quay Dental Centre,"482 Queens Quay W, Toronto, ON, CA, M5V 2Y3",Toronto
Chandni Vats,117559,Member,Your Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=117559,NA,Your Dental Office,"1196 Bloor St W, Toronto, ON, CA, M6H 1N2",Toronto
Maurice Vaturi,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150468,NA,NA,NA,NA
Alfred Vaughan,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5235,NA,NA,NA,NA
Louis Vaupotic,12045,Member,Taylor Smiles,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12045,NA,Taylor Smiles,"25650 Goddard Rd, Taylor, MI, US, 48180",NA
Bob Vavaroutsos,12259,Member,Childrens Sleep Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12259,NA,Childrens Sleep Dentistry,"1375 Southdown Rd #8, Mississauga, ON, CA, L5J 2Z1",Mississauga
Jan Vavra,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6939,NA,NA,NA,NA
Yevgeny Vayner,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=101915,NA,NA,NA,NA
Peyman Vaziri,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14292,NA,NA,NA,NA
Anthony Veale,13839,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13839,NA,NA,"30 Baskin Dr W, Anrprior, ON, CA, K7S 0E5",Anrprior
Christina Veale,13837,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13837,NA,NA,"30 Baskin Dr W, Anrprior, ON, CA, K7S 0E5",Anrprior
Anthony Vecchiarelli,150579,Member,Garth Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150579,NA,Garth Dental Clinic,"1300 Garth St #10, Hamilton, ON, CA, L9C 4L7",Hamilton
Myndert Veer,8734,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8734,NA,NA,"1300 Garth St #10, Hamilton, ON, CA, L9C 4L7",Hamilton
Deepak Veeraiyan,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=68255,NA,NA,NA,NA
Emily Vegso,96962,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=96962,NA,NA,"35 Wellington St N, Woodstock, ON, CA, N4S 6P4",Woodstock
Davidson Veighey,63076,Member,Riverview Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=63076,NA,Riverview Dental Centre,"43 Miller St, Parry Sound, ON, CA, P2A 1S9",Parry Sound
Andrea Lynn Veisman,37925,Member,Yorkville Dental Associates,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=37925,NA,Yorkville Dental Associates,"1235 Bay St #600, Toronto, ON, CA, M5R 3K4",Toronto
Herbert Veisman,12215,Member,Periodontal Specialists,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12215,Periodontist,Periodontal Specialists,"25 Sheppard Ave W #1005, North York, ON, CA, M2N 6S6",North York
Gregory Veitch,80480,Member,Veitch Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=80480,NA,Veitch Dentistry,"309 Horton St E, London, ON, CA, N6B 1L5",London
Vera Veleba,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6940,NA,NA,NA,NA
Elizabeth Ann Vella Caruana,65010,Member,Cedar Springs Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=65010,NA,Cedar Springs Dental,"419 Dundas St E #7, Waterdown, ON, CA, L8B 0K4",Waterdown
Kishen Kumar Vellore,NA,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=48744,NA,NA,NA,NA
George Venczel,85855,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=85855,NA,NA,"419 Dundas St E #7, Waterdown, ON, CA, L8B 0K4",Waterdown
Izzy Vender,6913,Deceased,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6913,NA,NA,NA,NA
Matthew Venditelli,114518,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=114518,Orthodontist,Tolmie Orthodontics - Lasalle,"1745 Sprucewood Ave #7, LaSalle, ON, CA, N9J 1X7",LaSalle
Bruno Vendittelli,12774,Member,Forest Hill Orthodontics,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12774,NA,NA,NA,NA
Lain Vendittelli,11669,Member,Martindale Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11669,NA,Martindale Dental Clinic,"100 Martindale Rd #1, St. Catharines, ON, CA, L2S 2Y3",St. Catharines
Benny Venditti,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7938,NA,NA,NA,NA
Mark Venditti,61090,Member,Bayview Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=61090,NA,Bayview Dental Centre,"775 Strand Blvd #3, Kingston, ON, CA, K7P 2S7",Kingston
Santina Venditti,13341,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13341,NA,NA,"775 Strand Blvd #3, Kingston, ON, CA, K7P 2S7",Kingston
Edward Venerus,12175,Member,Dr. Arun Narang & Associates,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12175,NA,Dr. Arun Narang & Associates,"3038 Hurontario St #4, Mississauga, ON, CA, L5B 3B9",Mississauga
Doris Vengjen,61913,Member,Maxwell Heights Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=61913,NA,Maxwell Heights Dental,"789 Taunton Rd E #7, Oshawa, ON, CA, L1K 1L1",Oshawa
Gowthami Venishetti,116965,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=116965,NA,NA,"150 Borough Dr, Scarborough, ON, CA, M1P 4N6",Scarborough
Danielle Venne,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10293,NA,NA,NA,NA
Catherine Ventresca,76662,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=76662,NA,Welland Smiles Dentistry,"200 Fitch St #24D, Welland, ON, CA, L3C 4V9",Welland
Dagmara Ventresca,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=76664,NA,NA,NA,NA
Camilla Ventura-Johnson,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=38309,NA,NA,NA,NA
Matti Venugopal,12176,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12176,NA,NA,"441 LaSalle Blvd, Sudbury, ON, CA, P3A 1W8",Sudbury
Sohail Venus,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=67555,NA,NA,NA,NA
Licia Verardo,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10015,NA,NA,NA,NA
Shelley Verbeek,12975,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12975,NA,NA,"119 Pine St S #318, Timmins, ON, CA, P4N 2K3",Timmins
Zlatko Verbic,5903,Deceased,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5903,NA,NA,NA,NA
Linda Verge,55814,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=55814,NA,NA,"119 Pine St S #318, Timmins, ON, CA, P4N 2K3",Timmins
Praveen Verghese,64914,Member,Dentist on Campus,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=64914,NA,Dentist on Campus,"50 Stone Rd E University of Guelph, Level 1, University Centre, Guelph, ON, CA, N1G 2W1",Guelph
Verify for Virtru,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150113,NA,NA,NA,NA
Ankita Verma,124694,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=124694,NA,NA,"50 Stone Rd E University of Guelph, Level 1, University Centre, Guelph, ON, CA, N1G 2W1",Guelph
Ashish Verma,504676,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=504676,NA,NA,"50 Stone Rd E University of Guelph, Level 1, University Centre, Guelph, ON, CA, N1G 2W1",Guelph
Monica Verma,123376,Member,Preston Family Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123376,NA,Preston Family Dental Centre,"855 King St E #104, Cambridge, ON, CA, N3H 3P1",Cambridge
Naveen Verma,62307,Member,Urban Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=62307,NA,Urban Dental Centre,"2901 Eglinton Ave W #11, Mississauga, ON, CA, L5M 6J3",Mississauga
Sonia Verma,118279,Member,Simcoe County District Hlth. Unit,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=118279,NA,Simcoe County District Hlth. Unit,"15 Sperling Dr, Barrie, ON, CA, L4M 6K9",Barrie
Surya Verma,120795,Member,Westmore Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=120795,NA,Westmore Dental Clinic,"6620 Finch Ave W #3, Etobicoke, ON, CA, M9V 5H7",Etobicoke
Larry Vermeersch,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9514,NA,NA,NA,NA
Karl Vermeulen,10196,Member,Liberty Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10196,NA,Liberty Dental Centre,"60 Liberty St S #300, Bowmanville, ON, CA, L1C 2N5",Bowmanville
John Vernick,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5253,NA,NA,NA,NA
Marc Verpoorte,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11533,NA,NA,NA,NA
Ajeet Verraich,101207,Member,Adelaide Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=101207,NA,Adelaide Family Dentistry,"1464 Adelaide St N #3, London, ON, CA, N5X 1K4",London
Aminder Verraich,79138,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=79138,Endodontist,NA,"1464 Adelaide St N #3, London, ON, CA, N5X 1K4",London
Kulwant Verraich,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12651,NA,NA,NA,NA
Jacques Verreault,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11501,NA,NA,NA,NA
Pauline Verriere,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150687,NA,NA,NA,NA
Deanna Vertesi,96973,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=96973,NA,NA,"1525 Pelham St Box 1219, Fonthill, ON, CA, L0S 1E0",Fonthill
Peter Vertesi,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9235,NA,NA,NA,NA
Thomas Verth,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6179,NA,NA,NA,NA
Laura Vertullo,100860,Member,KidsCorner Medical and Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=100860,Paediatric Dentist,KidsCorner Medical and Dental Clinic,"1435 Cornwall Rd #D 5-6, Oakville, ON, CA, L6J 7T5",Oakville
Mario Vertullo,14167,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14167,NA,Manning Dental Office,"344 Manning Ave, Toronto, ON, CA, M6J 2L1",Toronto
Bernarda Verzonilla,38894,Member,Dentistry on Yorkdale,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=38894,NA,Dentistry on Yorkdale,"3612 Dufferin St, Toronto, ON, CA, M3K 1N7",Toronto
